sample_index,sample_id,split,source_file,geometry_type,damage_type,parameter_count,p1,p2,p3,p4,p5,p6,p7,p8
2565,板2:0935:80_0_30_1_120_0_10_1,test,板2.xlsx,double_crack_1mm,double_crack,8,80,0,30,1,120,0,10,1
2566,板2:0936:80_0_30_1_120_0_20_1,test,板2.xlsx,double_crack_1mm,double_crack,8,80,0,30,1,120,0,20,1
2567,板2:0937:80_0_30_1_120_0_30_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,80,0,30,1,120,0,30,1
2568,板2:0938:80_0_30_1_120_0_40_1,test,板2.xlsx,double_crack_1mm,double_crack,8,80,0,30,1,120,0,40,1
2569,板2:0939:80_0_30_1_120_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,30,1,120,0,50,1
2570,板2:0940:80_0_30_1_130_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,30,1,130,0,10,1
2571,板2:0941:80_0_30_1_130_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,30,1,130,0,20,1
2572,板2:0942:80_0_30_1_130_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,30,1,130,0,30,1
2573,板2:0943:80_0_30_1_130_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,30,1,130,0,40,1
2574,板2:0944:80_0_30_1_130_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,30,1,130,0,50,1
2575,板2:0945:80_0_30_1_140_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,30,1,140,0,10,1
2576,板2:0946:80_0_30_1_140_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,30,1,140,0,20,1
2577,板2:0947:80_0_30_1_140_0_30_1,test,板2.xlsx,double_crack_1mm,double_crack,8,80,0,30,1,140,0,30,1
2578,板2:0948:80_0_30_1_140_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,30,1,140,0,40,1
2579,板2:0949:80_0_30_1_140_0_50_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,80,0,30,1,140,0,50,1
2580,板2:0950:80_0_40_1_100_0_10_1,test,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,100,0,10,1
2581,板2:0951:80_0_40_1_100_0_20_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,100,0,20,1
2582,板2:0952:80_0_40_1_100_0_30_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,100,0,30,1
2583,板2:0953:80_0_40_1_100_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,100,0,40,1
2584,板2:0954:80_0_40_1_100_0_50_1,test,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,100,0,50,1
2585,板2:0955:80_0_40_1_110_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,110,0,10,1
2586,板2:0956:80_0_40_1_110_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,110,0,20,1
2587,板2:0957:80_0_40_1_110_0_30_1,test,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,110,0,30,1
2588,板2:0958:80_0_40_1_110_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,110,0,40,1
2589,板2:0959:80_0_40_1_110_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,110,0,50,1
2590,板2:0960:80_0_40_1_120_0_10_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,120,0,10,1
2591,板2:0961:80_0_40_1_120_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,120,0,20,1
2592,板2:0962:80_0_40_1_120_0_30_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,120,0,30,1
2593,板2:0963:80_0_40_1_120_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,120,0,40,1
2594,板2:0964:80_0_40_1_120_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,120,0,50,1
2595,板2:0965:80_0_40_1_130_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,130,0,10,1
2596,板2:0966:80_0_40_1_130_0_20_1,test,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,130,0,20,1
2597,板2:0967:80_0_40_1_130_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,130,0,30,1
2598,板2:0968:80_0_40_1_130_0_40_1,test,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,130,0,40,1
2599,板2:0969:80_0_40_1_130_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,130,0,50,1
2600,板2:0970:80_0_40_1_140_0_10_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,140,0,10,1
2601,板2:0971:80_0_40_1_140_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,140,0,20,1
2602,板2:0972:80_0_40_1_140_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,140,0,30,1
2603,板2:0973:80_0_40_1_140_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,140,0,40,1
2604,板2:0974:80_0_40_1_140_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,40,1,140,0,50,1
2605,板2:0975:80_0_50_1_100_0_10_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,100,0,10,1
2606,板2:0976:80_0_50_1_100_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,100,0,20,1
2607,板2:0977:80_0_50_1_100_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,100,0,30,1
2608,板2:0978:80_0_50_1_100_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,100,0,40,1
2609,板2:0979:80_0_50_1_100_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,100,0,50,1
2610,板2:0980:80_0_50_1_110_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,110,0,10,1
2611,板2:0981:80_0_50_1_110_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,110,0,20,1
2612,板2:0982:80_0_50_1_110_0_30_1,test,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,110,0,30,1
2613,板2:0983:80_0_50_1_110_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,110,0,40,1
2614,板2:0984:80_0_50_1_110_0_50_1,test,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,110,0,50,1
2615,板2:0985:80_0_50_1_120_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,120,0,10,1
2616,板2:0986:80_0_50_1_120_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,120,0,20,1
2617,板2:0987:80_0_50_1_120_0_30_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,120,0,30,1
2618,板2:0988:80_0_50_1_120_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,120,0,40,1
2619,板2:0989:80_0_50_1_120_0_50_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,120,0,50,1
2620,板2:0990:80_0_50_1_130_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,130,0,10,1
2621,板2:0991:80_0_50_1_130_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,130,0,20,1
2622,板2:0992:80_0_50_1_130_0_30_1,test,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,130,0,30,1
2623,板2:0993:80_0_50_1_130_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,130,0,40,1
2624,板2:0994:80_0_50_1_130_0_50_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,130,0,50,1
2625,板2:0995:80_0_50_1_140_0_10_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,140,0,10,1
2626,板2:0996:80_0_50_1_140_0_20_1,test,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,140,0,20,1
2627,板2:0997:80_0_50_1_140_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,140,0,30,1
2628,板2:0998:80_0_50_1_140_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,140,0,40,1
2629,板2:0999:80_0_50_1_140_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,80,0,50,1,140,0,50,1
2630,板2:1000:90_0_10_1_100_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,100,0,10,1
2631,板2:1001:90_0_10_1_100_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,100,0,20,1
2632,板2:1002:90_0_10_1_100_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,100,0,30,1
2633,板2:1003:90_0_10_1_100_0_40_1,test,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,100,0,40,1
2634,板2:1004:90_0_10_1_100_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,100,0,50,1
2635,板2:1005:90_0_10_1_110_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,110,0,10,1
2636,板2:1006:90_0_10_1_110_0_20_1,test,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,110,0,20,1
2637,板2:1007:90_0_10_1_110_0_30_1,test,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,110,0,30,1
2638,板2:1008:90_0_10_1_110_0_40_1,test,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,110,0,40,1
2639,板2:1009:90_0_10_1_110_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,110,0,50,1
2640,板2:1010:90_0_10_1_120_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,120,0,10,1
2641,板2:1011:90_0_10_1_120_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,120,0,20,1
2642,板2:1012:90_0_10_1_120_0_30_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,120,0,30,1
2643,板2:1013:90_0_10_1_120_0_40_1,test,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,120,0,40,1
2644,板2:1014:90_0_10_1_120_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,120,0,50,1
2645,板2:1015:90_0_10_1_130_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,130,0,10,1
2646,板2:1016:90_0_10_1_130_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,130,0,20,1
2647,板2:1017:90_0_10_1_130_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,130,0,30,1
2648,板2:1018:90_0_10_1_130_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,130,0,40,1
2649,板2:1019:90_0_10_1_130_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,130,0,50,1
2650,板2:1020:90_0_10_1_140_0_10_1,test,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,140,0,10,1
2651,板2:1021:90_0_10_1_140_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,140,0,20,1
2652,板2:1022:90_0_10_1_140_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,140,0,30,1
2653,板2:1023:90_0_10_1_140_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,140,0,40,1
2654,板2:1024:90_0_10_1_140_0_50_1,test,板2.xlsx,double_crack_1mm,double_crack,8,90,0,10,1,140,0,50,1
2655,板2:1025:90_0_20_1_100_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,100,0,10,1
2656,板2:1026:90_0_20_1_100_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,100,0,20,1
2657,板2:1027:90_0_20_1_100_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,100,0,30,1
2658,板2:1028:90_0_20_1_100_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,100,0,40,1
2659,板2:1029:90_0_20_1_100_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,100,0,50,1
2660,板2:1030:90_0_20_1_110_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,110,0,10,1
2661,板2:1031:90_0_20_1_110_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,110,0,20,1
2662,板2:1032:90_0_20_1_110_0_30_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,110,0,30,1
2663,板2:1033:90_0_20_1_110_0_40_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,110,0,40,1
2664,板2:1034:90_0_20_1_110_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,110,0,50,1
2665,板2:1035:90_0_20_1_120_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,120,0,10,1
2666,板2:1036:90_0_20_1_120_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,120,0,20,1
2667,板2:1037:90_0_20_1_120_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,120,0,30,1
2668,板2:1038:90_0_20_1_120_0_40_1,test,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,120,0,40,1
2669,板2:1039:90_0_20_1_120_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,120,0,50,1
2670,板2:1040:90_0_20_1_130_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,130,0,10,1
2671,板2:1041:90_0_20_1_130_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,130,0,20,1
2672,板2:1042:90_0_20_1_130_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,130,0,30,1
2673,板2:1043:90_0_20_1_130_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,130,0,40,1
2674,板2:1044:90_0_20_1_130_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,130,0,50,1
2675,板2:1045:90_0_20_1_140_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,140,0,10,1
2676,板2:1046:90_0_20_1_140_0_20_1,test,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,140,0,20,1
2677,板2:1047:90_0_20_1_140_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,140,0,30,1
2678,板2:1048:90_0_20_1_140_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,140,0,40,1
2679,板2:1049:90_0_20_1_140_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,20,1,140,0,50,1
2680,板2:1050:90_0_30_1_100_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,100,0,10,1
2681,板2:1051:90_0_30_1_100_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,100,0,20,1
2682,板2:1052:90_0_30_1_100_0_30_1,test,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,100,0,30,1
2683,板2:1053:90_0_30_1_100_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,100,0,40,1
2684,板2:1054:90_0_30_1_100_0_50_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,100,0,50,1
2685,板2:1055:90_0_30_1_110_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,110,0,10,1
2686,板2:1056:90_0_30_1_110_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,110,0,20,1
2687,板2:1057:90_0_30_1_110_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,110,0,30,1
2688,板2:1058:90_0_30_1_110_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,110,0,40,1
2689,板2:1059:90_0_30_1_110_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,110,0,50,1
2690,板2:1060:90_0_30_1_120_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,120,0,10,1
2691,板2:1061:90_0_30_1_120_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,120,0,20,1
2692,板2:1062:90_0_30_1_120_0_30_1,test,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,120,0,30,1
2693,板2:1063:90_0_30_1_120_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,120,0,40,1
2694,板2:1064:90_0_30_1_120_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,120,0,50,1
2695,板2:1065:90_0_30_1_130_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,130,0,10,1
2696,板2:1066:90_0_30_1_130_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,130,0,20,1
2697,板2:1067:90_0_30_1_130_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,130,0,30,1
2698,板2:1068:90_0_30_1_130_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,130,0,40,1
2699,板2:1069:90_0_30_1_130_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,130,0,50,1
2700,板2:1070:90_0_30_1_140_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,140,0,10,1
2701,板2:1071:90_0_30_1_140_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,140,0,20,1
2702,板2:1072:90_0_30_1_140_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,140,0,30,1
2703,板2:1073:90_0_30_1_140_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,140,0,40,1
2704,板2:1074:90_0_30_1_140_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,30,1,140,0,50,1
2705,板2:1075:90_0_40_1_100_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,100,0,10,1
2706,板2:1076:90_0_40_1_100_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,100,0,20,1
2707,板2:1077:90_0_40_1_100_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,100,0,30,1
2708,板2:1078:90_0_40_1_100_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,100,0,40,1
2709,板2:1079:90_0_40_1_100_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,100,0,50,1
2710,板2:1080:90_0_40_1_110_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,110,0,10,1
2711,板2:1081:90_0_40_1_110_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,110,0,20,1
2712,板2:1082:90_0_40_1_110_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,110,0,30,1
2713,板2:1083:90_0_40_1_110_0_40_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,110,0,40,1
2714,板2:1084:90_0_40_1_110_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,110,0,50,1
2715,板2:1085:90_0_40_1_120_0_10_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,120,0,10,1
2716,板2:1086:90_0_40_1_120_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,120,0,20,1
2717,板2:1087:90_0_40_1_120_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,120,0,30,1
2718,板2:1088:90_0_40_1_120_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,120,0,40,1
2719,板2:1089:90_0_40_1_120_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,120,0,50,1
2720,板2:1090:90_0_40_1_130_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,130,0,10,1
2721,板2:1091:90_0_40_1_130_0_20_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,130,0,20,1
2722,板2:1092:90_0_40_1_130_0_30_1,test,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,130,0,30,1
2723,板2:1093:90_0_40_1_130_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,130,0,40,1
2724,板2:1094:90_0_40_1_130_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,130,0,50,1
2725,板2:1095:90_0_40_1_140_0_10_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,140,0,10,1
2726,板2:1096:90_0_40_1_140_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,140,0,20,1
2727,板2:1097:90_0_40_1_140_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,140,0,30,1
2728,板2:1098:90_0_40_1_140_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,140,0,40,1
2729,板2:1099:90_0_40_1_140_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,40,1,140,0,50,1
2730,板2:1100:90_0_50_1_100_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,100,0,10,1
2731,板2:1101:90_0_50_1_100_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,100,0,20,1
2732,板2:1102:90_0_50_1_100_0_30_1,test,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,100,0,30,1
2733,板2:1103:90_0_50_1_100_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,100,0,40,1
2734,板2:1104:90_0_50_1_100_0_50_1,test,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,100,0,50,1
2735,板2:1105:90_0_50_1_110_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,110,0,10,1
2736,板2:1106:90_0_50_1_110_0_20_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,110,0,20,1
2737,板2:1107:90_0_50_1_110_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,110,0,30,1
2738,板2:1108:90_0_50_1_110_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,110,0,40,1
2739,板2:1109:90_0_50_1_110_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,110,0,50,1
2740,板2:1110:90_0_50_1_120_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,120,0,10,1
2741,板2:1111:90_0_50_1_120_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,120,0,20,1
2742,板2:1112:90_0_50_1_120_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,120,0,30,1
2743,板2:1113:90_0_50_1_120_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,120,0,40,1
2744,板2:1114:90_0_50_1_120_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,120,0,50,1
2745,板2:1115:90_0_50_1_130_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,130,0,10,1
2746,板2:1116:90_0_50_1_130_0_20_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,130,0,20,1
2747,板2:1117:90_0_50_1_130_0_30_1,validation,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,130,0,30,1
2748,板2:1118:90_0_50_1_130_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,130,0,40,1
2749,板2:1119:90_0_50_1_130_0_50_1,test,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,130,0,50,1
2750,板2:1120:90_0_50_1_140_0_10_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,140,0,10,1
2751,板2:1121:90_0_50_1_140_0_20_1,test,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,140,0,20,1
2752,板2:1122:90_0_50_1_140_0_30_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,140,0,30,1
2753,板2:1123:90_0_50_1_140_0_40_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,140,0,40,1
2754,板2:1124:90_0_50_1_140_0_50_1,train,板2.xlsx,double_crack_1mm,double_crack,8,90,0,50,1,140,0,50,1
2755,555:0000:0_100_50_5,train,555.xlsx,downward_crack_5mm,downward_crack,4,0,100,50,5,,,,
2756,555:0001:0_100_45_5,train,555.xlsx,downward_crack_5mm,downward_crack,4,0,100,45,5,,,,
2757,555:0002:0_100_40_5,train,555.xlsx,downward_crack_5mm,downward_crack,4,0,100,40,5,,,,
2758,555:0003:0_100_35_5,train,555.xlsx,downward_crack_5mm,downward_crack,4,0,100,35,5,,,,
2759,555:0004:0_100_30_5,train,555.xlsx,downward_crack_5mm,downward_crack,4,0,100,30,5,,,,
2760,555:0005:0_100_25_5,train,555.xlsx,downward_crack_5mm,downward_crack,4,0,100,25,5,,,,
2761,555:0006:0_100_20_5,train,555.xlsx,downward_crack_5mm,downward_crack,4,0,100,20,5,,,,
2762,555:0007:0_100_15_5,train,555.xlsx,downward_crack_5mm,downward_crack,4,0,100,15,5,,,,
2763,555:0008:0_100_10_5,test,555.xlsx,downward_crack_5mm,downward_crack,4,0,100,10,5,,,,
2764,555:0009:0_100_5_5,test,555.xlsx,downward_crack_5mm,downward_crack,4,0,100,5,5,,,,
2765,555:0010:5_100_50_5,train,555.xlsx,downward_crack_5mm,downward_crack,4,5,100,50,5,,,,
2766,555:0011:5_100_45_5,train,555.xlsx,downward_crack_5mm,downward_crack,4,5,100,45,5,,,,
2767,555:0012:5_100_40_5,train,555.xlsx,downward_crack_5mm,downward_crack,4,5,100,40,5,,,,
2768,555:0013:5_100_35_5,train,555.xlsx,downward_crack_5mm,downward_crack,4,5,100,35,5,,,,
2769,555:0014:5_100_30_5,train,555.xlsx,downward_crack_5mm,downward_crack,4,5,100,30,5,,,,
2770,555:0015:5_100_25_5,train,555.xlsx,downward_crack_5mm,downward_crack,4,5,100,25,5,,,,
2771,555:0016:5_100_20_5,train,555.xlsx,downward_crack_5mm,downward_crack,4,5,100,20,5,,,,
2772,555:0017:5_100_15_5,train,555.xlsx,downward_crack_5mm,downward_crack,4,5,100,15,5,,,,
2773,555:0018:5_100_10_5,test,555.xlsx,downward_crack_5mm,downward_crack,4,5,100,10,5,,,,
2774,555:0019:5_100_5_5,train,555.xlsx,downward_crack_5mm,downward_crack,4,5,100,5,5,,,,
2775,555:0020:10_100_50_5,validation,555.xlsx,downward_crack_5mm,downward_crack,4,10,100,50,5,,,,
